"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EZE00100082","1821","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","49.5","","49.5","E","161","E","55","E","0","E","66","E","20","E","60","E","0","E","-13.0","E,0306,","27.7",",E,0807,","26.4","E,0721,","-1.4","E,1109","-3.0","E,1111","","","","","","","-1.1","E,0326","-11.1","E,0307","-11.1","E,0307","-11.1","E,0307","-11.1","E,0307","3429.8","","3429.8","E","498.4",",E","9.73","E","12.69","E","6.78","E"
"EZE00100082","1822","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","155.9","","155.9","E","122","E","49","E","0","E","49","E","19","E","106","E","0","E","-15.8","E,1231,","35.6",",E,0927,","30.6","E,0725,","-1.0","E,1111","-3.0","E,1112","-5.2","E,1113","-6.8","E,1215","-8.9","E,1219","-0.3","E,0312","-2.3","E,0216","-5.0","E,0214","","","","","2742.9","","2742.9","E","403.2",",E","10.77","E","14.17","E","7.38","E"
"EZE00100082","1823","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","151.7","","151.7","E","148","E","46","E","5","E","67","E","35","E","82","E","0","E","-23.1","E,0123,","19.1",",E,0714,","30.4","E,0714,","-1.0","E,1110","-5.9","E,1217","-5.9","E,1217","-8.9","E,1218","-8.9","E,1218","-0.4","E,0414","-2.3","E,0215","-5.0","E,0129","-8.1","E,0128","-12.0","E,0127","3441.8","","3441.8","E","443.8",",E","9.55","E","12.52","E","6.58","E"
"EZE00100082","1824","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","121.1","","121.1","E","171","E","49","E","0","E","41","E","11","E","89","E","0","E","-8.2","E,0107,","38.0",",E,0622,","29.7","E,0812,","0.0","E,1217","","","","","","","","","-0.2","E,0402","-3.7","E,0305","-4.5","E,0204","-7.7","E,0117","","","3172.9","","3172.9","E","514.9",",E","10.41","E","13.44","E","7.39","E"
"EZE00100082","1825","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","143.1","","143.1","E","156","E","32","E","0","E","51","E","13","E","90","E","0","E","-9.0","E,0228,","30.0",",E,0528,","30.5","E,0805,","-0.1","E,1119","","","","","","","","","-0.4","E,0324","-3.9","E,0322","-6.7","E,0320","-6.7","E,0320","-9.0","E,0228","2977.1","","2977.1","E","353.3",",E","10.31","E","13.52","E","7.11","E"
"EZE00100082","1826","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","309.1","","309.1","E","110","E","43","E","1","E","71","E","38","E","99","E","1","E","-17.8","E,0122,","17.8",",E,0703,","32.2","E,0804,","-1.9","E,1111","","","","","","","","","-1.5","E,0317","-2.3","E,0218","-9.2","E,0216","-9.2","E,0216","-9.2","E,0216","3307.2","","3307.2","E","310.0",",E","9.75","E","12.80","E","6.70","E"
"EZE00100082","1827","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","241.8","","241.8","E","117","E","60","E","5","E","78","E","47","E","106","E","1","E","-22.1","E,0218,","26.6",",E,0827,+","33.6","E,0703,","-0.1","E,1113","-2.7","E,1122","-5.2","E,1128","-8.8","E,1129","-10.5","E,1130","-1.8","E,0317","-13.5","E,0227","-13.5","E,0227","-13.5","E,0227","-13.5","E,0227","3238.9","","3238.9","E","510.8",",E","9.68","E","13.37","E","5.98","E"
"EZE00100082","1828","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","150.8","","150.8","E","146","E","68","E","0","E","57","E","27","E","88","E","2","E","-15.7","E,0118,+","33.8",",E,0720,","33.6","E,0709,","-1.9","E,1104","-3.0","E,1105","-6.5","E,1202","-8.9","E,1203","-8.9","E,1203","-4.9","E,0405","-4.9","E,0405","-4.9","E,0405","-7.8","E,0308","-10.9","E,0212","3260.9","","3260.9","E","665.4",",E","9.94","E","13.25","E","6.62","E"
"EZE00100082","1829","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","130.3","","130.3","E","127","E","59","E","8","E","134","E","73","E","66","E","1","E","-24.3","E,0213,","69.8",",E,0610,","32.5","E,0716,","0.0","E,1021","-3.6","E,1114","-4.5","E,1115","-6.9","E,1120","-11.1","E,1202","-0.4","E,0328","-3.5","E,0325","-4.6","E,0316","-7.0","E,0306","-9.6","E,0221","3638.1","","3638.1","E","622.4",",E","7.33","E","10.77","E","3.88","E"
"EZE00100082","1830","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","204.4","","204.4","E","114","E","50","E","10","E","78","E","39","E","85","E","3","E","-27.5","E,0131,","48.9",",E,0719,","35.7","E,0805,","-1.1","E,1214","-3.4","E,1219","-8.6","E,1226","-8.6","E,1226","","","-0.4","E,0311","-3.7","E,0310","-5.8","E,0304","-8.1","E,0215","-9.5","E,0208","3931.1","","3931.1","E","494.3",",E","9.20","E","12.59","E","5.81","E"
"EZE00100082","1831","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","134.1","","134.1","E","135","E","72","E","3","E","61","E","33","E","88","E","0","E","-21.0","E,0202,","38.1",",E,0404,","29.6","E,0715,","-7.0","E,1127","-7.0","E,1127","-7.0","E,1127","-7.0","E,1127","-9.9","E,1128","-0.6","E,0325","-4.9","E,0324","-4.9","E,0324","-7.6","E,0204","-11.3","E,0203","3348.2","","3348.2","E","625.7",",E","9.66","E","12.88","E","6.44","E"
"EZE00100082","1832","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","133.2","","133.2","E","98","E","45","E","0","E","88","E","26","E","83","E","1","E","-11.0","E,0103,","22.4",",E,0111,","34.8","E,0714,","-1.1","E,1026","-3.4","E,1123","-6.5","E,1214","-7.4","E,1215","","","-0.2","E,0410","-2.8","E,0306","-4.6","E,0305","-9.4","E,0104","-9.4","E,0104","3285.3","","3285.3","E","341.2",",E","9.40","E","12.82","E","5.97","E"
"EZE00100082","1833","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","130.9","","130.9","E","117","E","67","E","0","E","61","E","23","E","76","E","0","E","-13.8","E,0113,","33.1",",E,0604,","32.0","E,0630,","-0.7","E,1111","-2.6","E,1112","","","","","","","-1.4","E,0410","-5.6","E,0321","-5.6","E,0321","-10.1","E,0126","-10.1","E,0126","3302.0","","3302.0","E","603.1",",E","9.87","E","13.09","E","6.65","E"
"EZE00100082","1834","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","431.7","","431.7","E","94","E","43","E","0","E","70","E","7","E","132","E","8","E","-8.4","E,0211,","16.7",",E,0628,","33.1","E,0731,+","-1.5","E,1112","-3.1","E,1113","-5.3","E,1114","","","","","-0.8","E,0327","-3.9","E,0318","-7.6","E,0213","-7.6","E,0213","","","3034.2","","3034.2","E","310.3",",E","11.26","E","15.04","E","7.47","E"
"EZE00100082","1835","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","202.9","","202.9","E","90","E","42","E","0","E","79","E","23","E","94","E","0","E","-12.6","E,1222,","25.5",",E,0816,","31.6","E,0705,","-1.6","E,1104","-3.6","E,1105","-6.7","E,1106","-6.7","E,1106","-9.1","E,1211","-0.9","E,0330","-5.0","E,0219","-5.0","E,0219","-6.7","E,0217","","","3087.8","","3087.8","E","355.0",",E","9.60","E","13.07","E","6.14","E"
"EZE00100082","1836","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","117.2","","117.2","E","123","E","61","E","0","E","69","E","22","E","85","E","0","E","-14.5","E,0109,","56.2",",E,0528,","31.1","E,0730,","-0.3","E,1030","-3.5","E,1101","-5.2","E,1229","-10.5","E,1230","-10.5","E,1230","-0.3","E,0302","-3.1","E,0227","-9.3","E,0224","-9.3","E,0224","-9.3","E,0224","3532.4","","3532.4","E","561.6",",E","9.62","E","13.07","E","6.16","E"
"EZE00100082","1837","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","134.2","","134.2","E","131","E","72","E","0","E","95","E","35","E","61","E","0","E","-12.1","E,0209,+","37.2",",E,1220,","30.3","E,0812,","-0.6","E,1201","-2.5","E,1211","-6.5","E,1214","-8.3","E,1215","-9.1","E,1218","-0.5","E,0415","-3.1","E,0402","-5.6","E,0324","-8.8","E,0307","-10.5","E,0212","3549.3","","3549.3","E","634.9",",E","8.23","E","11.30","E","5.16","E"
"EZE00100082","1838","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","84.1","","84.1","E","128","E","63","E","8","E","107","E","73","E","66","E","1","E","-22.0","E,0122,","32.0",",E,0619,","34.4","E,0715,","-0.1","E,1015","-2.3","E,1121","-5.4","E,1124","-7.7","E,1125","-9.5","E,1126","-3.1","E,0404","-3.1","E,0404","-5.0","E,0224","-10.7","E,0223","-10.7","E,0223","4155.3","","4155.3","E","541.7",",E","7.00","E","10.35","E","3.65","E"
"EZE00100082","1839","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","133.8","","133.8","E","129","E","61","E","0","E","93","E","27","E","77","E","0","E","-10.1","E,0129,","37.9",",E,0528,","30.9","E,0725,","-1.5","E,1030","-4.4","E,1203","-4.4","E,1203","-6.7","E,1204","-9.0","E,1219","-0.7","E,0416","-2.2","E,0410","-5.7","E,0406","-6.7","E,0316","-9.5","E,0315","3788.7","","3788.7","E","598.5",",E","9.11","E","12.30","E","5.92","E"
"EZE00100082","1840","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","38.1","","38.1","E","119","E","48","E","11","E","102","E","52","E","65","E","0","E","-21.5","E,1215,","28.8",",E,0725,","28.2","E,0616,","-0.7","E,1121","-2.4","E,1126","-4.9","E,1205","-16.3","E,1213","-16.3","E,1213","-0.2","E,0404","-2.3","E,0328","-5.2","E,0327","-6.8","E,0323","-9.9","E,0312","3586.6","","3586.6","E","395.2",",E","7.53","E","11.09","E","3.96","E"
"EZE00100082","1841","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","131.9","","131.9","E","125","E","50","E","5","E","79","E","40","E","100","E","1","E","-21.3","E,0204,","43.0",",E,0608,","35.1","E,0718,","-0.6","E,1105","-2.2","E,1231","","","","","","","-0.6","E,0314","-2.9","E,0305","-9.5","E,0303","-9.5","E,0303","-9.5","E,0303","3856.5","","3856.5","E","490.6",",E","9.49","E","13.10","E","5.88","E"
"EZE00100082","1842","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","175.9","","175.9","E","112","E","34","E","0","E","106","E","51","E","93","E","1","E","-15.6","E,0210,","13.8",",E,0608,","32.3","E,0705,","-0.5","E,1023","-4.0","E,1105","-6.8","E,1106","-6.8","E,1106","","","-0.2","E,0417","-2.3","E,0410","-5.0","E,0409","-7.9","E,0219","-14.2","E,0214","3423.4","","3423.4","E","255.3",",E","8.52","E","12.00","E","5.04","E"
"EZE00100082","1843","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","78.4","","78.4","E","148","E","61","E","0","E","55","E","14","E","60","E","0","E","-7.5","E,0105,+","16.4",",E,0710,+","28.9","E,0707,","0.0","E,1111","-2.5","E,1115","","","","","","","0.0","E,0413","-2.9","E,0321","-5.8","E,0305","-6.9","E,0304","","","3437.4","","3437.4","E","464.4",",E","9.51","E","12.76","E","6.25","E"
"EZE00100082","1844","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","28.4","","28.4","E","148","E","67","E","0","E","100","E","40","E","38","E","0","E","-11.6","E,1227,+","38.3",",E,0530,","29.5","E,0625,","-0.6","E,1130","-5.7","E,1203","-5.7","E,1203","-7.3","E,1204","-9.9","E,1206","0.0","E,0408","-3.7","E,0324","-7.3","E,0322","-7.3","E,0322","-9.9","E,0124","3458.5","","3458.5","E","600.8",",E","8.27","E","11.30","E","5.24","E"
"EZE00100082","1845","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","125.4","","125.4","E","130","E","51","E","2","E","89","E","45","E","65","E","1","E","-20.7","E,0212,","29.8",",E,0524,","35.0","E,0708,","-1.1","E,1103","-3.8","E,1104","-5.8","E,1213","-8.5","E,1215","","","-0.2","E,0406","-3.0","E,0326","-11.5","E,0323","-11.5","E,0323","-11.5","E,0323","3979.6","","3979.6","E","444.5",",E","8.28","E","11.51","E","5.05","E"
"EZE00100082","1846","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","212.4","","212.4","E","126","E","58","E","0","E","74","E","33","E","101","E","0","E","-16.2","E,1219,","23.1",",E,0921,","30.9","E,0807,+","-0.3","E,1102","-2.6","E,1111","-6.3","E,1118","-7.5","E,1119","-10.0","E,1213","-0.1","E,0321","-6.3","E,0219","-6.3","E,0219","-7.3","E,0129","-8.9","E,0128","3117.4","","3117.4","E","475.6",",E","10.07","E","13.43","E","6.71","E"
"EZE00100082","1847","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","99.6","","99.6","E","126","E","51","E","0","E","98","E","48","E","75","E","0","E","-14.3","E,0113,","45.0",",E,0620,","30.8","E,0525,","-1.1","E,1103","-3.2","E,1120","-7.5","E,1218","-7.5","E,1218","","","-0.3","E,0412","-3.8","E,0313","-11.7","E,0312","-11.7","E,0312","-11.7","E,0312","3707.1","","3707.1","E","590.3",",E","8.13","E","11.23","E","5.02","E"
"EZE00100082","1848","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","128.2","","128.2","E","127","E","47","E","3","E","75","E","47","E","86","E","0","E","-19.1","E,0107,","27.6",",E,0708,","31.3","E,0724,","-1.2","E,1112","-2.3","E,1115","-10.6","E,1220","-10.6","E,1220","-10.6","E,1220","-0.1","E,0318","-3.4","E,0308","-9.1","E,0205","-9.1","E,0205","-9.1","E,0205","3602.2","","3602.2","E","434.3",",E","9.08","E","12.55","E","5.60","E"
"EZE00100082","1849","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","69.9","","69.9","E","135","E","44","E","5","E","89","E","41","E","59","E","0","E","-26.5","E,0109,","27.2",",E,0508,","30.7","E,0606,","-0.2","E,1031","-2.5","E,1119","-4.7","E,1120","-15.5","E,1126","-15.5","E,1126","-0.4","E,0420","-2.5","E,0325","-8.5","E,0320","-8.5","E,0320","-24.5","E,0113","3518.0","","3518.0","E","424.5",",E","8.38","E","11.80","E","4.96","E"
"EZE00100082","1850","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","100.5","","100.5","E","149","E","59","E","4","E","90","E","35","E","78","E","0","E","-26.8","E,0122,","22.6",",E,0509,","30.6","E,0815,","-0.8","E,1030","-2.9","E,1116","-4.4","E,1212","-6.9","E,1224","","","-0.4","E,0503","-3.9","E,0402","-6.0","E,0401","-6.8","E,0331","-10.6","E,0201","3754.6","","3754.6","E","506.7",",E","8.69","E","12.07","E","5.30","E"
"EZE00100082","1851","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","58.5","","58.5","E","146","E","65","E","0","E","98","E","34","E","55","E","0","E","-14.0","E,0303,","22.0",",E,1104,","28.6","E,0721,","-0.1","E,1106","-2.3","E,1118","-5.9","E,1122","-6.9","E,1229","","","-0.5","E,0406","-2.7","E,0312","-4.4","E,0304","-14.0","E,0303","-14.0","E,0303","3538.0","","3538.0","E","484.6",",E","8.58","E","11.49","E","5.66","E"
"EZE00100082","1852","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","170.0","","170.0","E","118","E","43","E","0","E","83","E","7","E","100","E","0","E","-10.0","E,0314,","27.5",",E,0810,","31.9","E,0718,","-0.7","E,1018","-3.1","E,1223","","","","","","","-0.2","E,0424","-2.7","E,0422","-4.7","E,0416","-10.0","E,0314","-10.0","E,0314","3557.6","","3557.6","E","378.3",",E","9.89","E","13.46","E","6.32","E"
"EZE00100082","1853","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","124.2","","124.2","E","148","E","65","E","4","E","116","E","65","E","67","E","1","E","-24.8","E,1226,","28.2",",E,0428,","35.3","E,0823,","-0.3","E,1111","-2.5","E,1113","-4.8","E,1128","-7.6","E,1201","-9.6","E,1204","-0.6","E,0419","-4.2","E,0417","-7.4","E,0330","-7.4","E,0330","-9.1","E,0329","3525.5","","3525.5","E","483.5",",E","7.75","E","10.79","E","4.71","E"
"EZE00100082","1854","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","96.5","","96.5","E","131","E","60","E","0","E","95","E","31","E","80","E","0","E","-10.5","E,0215,","18.8",",E,0622,","30.7","E,0725,","-0.2","E,1030","-3.1","E,1112","-6.4","E,1114","","","","","-1.8","E,0425","-2.2","E,0322","-5.9","E,0223","-6.9","E,0221","-10.5","E,0215","3733.3","","3733.3","E","452.8",",E","8.80","E","12.17","E","5.43","E"
"EZE00100082","1855","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","112.5","","112.5","E","123","E","51","E","7","E","107","E","72","E","70","E","1","E","-22.7","E,0220,","29.0",",E,0825,","32.7","E,0803,","-1.8","E,1119","-3.2","E,1120","-4.6","E,1121","-14.4","E,1203","-14.4","E,1203","-1.2","E,0423","-3.4","E,0316","-8.5","E,0312","-8.5","E,0312","-11.1","E,0224","3893.3","","3893.3","E","445.2",",E","7.44","E","10.88","E","4.00","E"
"EZE00100082","1856","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","95.0","","95.0","E","119","E","56","E","0","E","108","E","33","E","68","E","0","E","-16.0","E,0114,","21.0",",E,0531,","30.1","E,0814,","0.0","E,1025","-2.3","E,1028","-5.1","E,1117","-7.0","E,1122","-13.4","E,1126","-0.5","E,0403","-2.6","E,0401","-5.7","E,0330","-7.4","E,0307","-12.6","E,0205","3618.5","","3618.5","E","433.0",",E","8.79","E","12.43","E","5.15","E"
"EZE00100082","1857","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","190.3","","190.3","E","102","E","39","E","1","E","103","E","41","E","91","E","1","E","-18.3","E,0210,","48.8",",E,0817,","32.6","E,0805,","-1.9","E,1113","-2.8","E,1114","-5.8","E,1119","-6.7","E,1121","","","0.0","E,0426","-4.9","E,0321","-4.9","E,0321","-15.4","E,0211","-15.4","E,0211","3792.8","","3792.8","E","377.8",",E","9.05","E","12.63","E","5.48","E"
"EZE00100082","1858","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","144.6","","144.6","E","102","E","44","E","0","E","124","E","64","E","85","E","0","E","-17.2","E,0219,","25.2",",E,0820,","30.5","E,0618,","-0.3","E,1031","-3.6","E,1102","-6.7","E,1109","-6.7","E,1109","-9.8","E,1110","-2.1","E,0415","-4.4","E,0314","-4.4","E,0314","-10.7","E,0305","-10.7","E,0305","3673.3","","3673.3","E","395.2",",E","7.90","E","11.51","E","4.28","E"
"EZE00100082","1859","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","255.6","","255.6","E","121","E","51","E","0","E","81","E","34","E","90","E","8","E","-11.1","E,1221,+","47.3",",E,0905,","33.2","E,0804,","-1.6","E,1111","-3.8","E,1112","-4.6","E,1113","-7.7","E,1120","-9.2","E,1217","-0.3","E,0402","-5.7","E,0221","-5.7","E,0221","-10.1","E,0110","-10.1","E,0110","3372.6","","3372.6","E","486.1",",E","9.99","E","13.43","E","6.55","E"
"EZE00100082","1860","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","77.9","","77.9","E","138","E","54","E","0","E","103","E","44","E","64","E","0","E","-9.1","E,1231,","28.7",",E,0729,","30.4","E,0827,","-1.0","E,1030","-4.2","E,1102","-5.2","E,1203","-7.7","E,1224","-8.9","E,1230","-0.9","E,0318","-6.8","E,0313","-6.8","E,0313","-6.8","E,0313","-8.9","E,0311","3553.9","","3553.9","E","527.6",",E","8.36","E","11.44","E","5.27","E"
"EZE00100082","1861","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","197.1","","197.1","E","119","E","44","E","5","E","68","E","33","E","86","E","4","E","-21.8","E,0116,","19.6",",E,0627,","34.8","E,0813,","-1.6","E,1028","-3.5","E,1118","-5.0","E,1119","-6.8","E,1205","-9.8","E,1207","-2.4","E,0421","-2.4","E,0421","-5.4","E,0315","-6.7","E,0121","-12.3","E,0120","3807.9","","3807.9","E","418.7",",E","9.13","E","12.70","E","5.56","E"
"EZE00100082","1862","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","107.7","","107.7","E","115","E","54","E","0","E","87","E","31","E","82","E","1","E","-14.2","E,0121,","26.4",",E,0201,","32.5","E,0727,","-3.2","E,1118","-3.2","E,1118","-5.2","E,1119","-8.4","E,1123","-9.7","E,1124","-0.8","E,0416","-5.4","E,0306","-5.4","E,0306","-11.2","E,0211","-11.2","E,0211","3265.2","","3265.2","E","467.2",",E","9.77","E","13.25","E","6.28","E"
"EZE00100082","1863","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","153.8","","153.8","E","95","E","41","E","0","E","41","E","4","E","81","E","1","E","-6.1","E,1202,","34.0",",E,0831,","32.9","E,0810,","-0.3","E,1109","-3.1","E,1130","-6.1","E,1202","","","","","-0.2","E,0401","-2.3","E,0228","-4.9","E,0222","","","","","3119.5","","3119.5","E","312.8",",E","10.42","E","13.74","E","7.09","E"
"EZE00100082","1864","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","82.5","","82.5","E","104","E","31","E","4","E","111","E","55","E","66","E","0","E","-20.5","E,0113,","22.0",",E,0923,","29.8","E,0806,+","-0.3","E,1005","-4.1","E,1107","-6.4","E,1108","-7.1","E,1205","-8.9","E,1216","-1.6","E,0506","-3.4","E,0408","-4.8","E,0221","-6.9","E,0213","-16.9","E,0211","3557.0","","3557.0","E","269.6",",E","7.30","E","10.71","E","3.88","E"
"EZE00100082","1865","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","210.5","","210.5","E","94","E","43","E","4","E","103","E","41","E","80","E","6","E","-20.0","E,0208,","26.0",",E,0725,","35.2","E,0720,","-1.4","E,1113","-3.8","E,1114","-4.4","E,1115","-8.0","E,1214","","","-0.3","E,0405","-2.4","E,0330","-5.1","E,0329","-8.8","E,0324","-9.8","E,0322","4001.2","","4001.2","E","332.8",",E","8.98","E","12.57","E","5.39","E"
"EZE00100082","1866","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","129.9","","129.9","E","118","E","59","E","0","E","79","E","9","E","82","E","0","E","-7.1","E,1222,+","26.6",",E,0821,","30.3","E,0613,","-1.0","E,1018","-2.3","E,1021","-5.1","E,1028","-7.1","E,1222","","","-1.0","E,0331","-2.8","E,0317","-4.6","E,0316","-7.1","E,0222","","","3107.8","","3107.8","E","463.2",",E","10.08","E","13.60","E","6.57","E"
